GKZ,Name,Wahlberechtigte,abgegeben,gueltig,ungueltig,spoe,oevp,fpoe,gruene,neos,kpoe,cpoe,pilz,schnell,gilt
G80208,Buch,426,350,344,6,16,177,42,29,53,2,2,4,17,2
G80209,Damüls,250,187,182,5,1,137,16,8,16,0,1,0,3,0
G80210,Doren,781,566,561,5,18,309,99,41,64,0,7,6,17,0
G80211,Egg,2581,1833,1800,33,82,935,201,247,222,4,28,27,48,6
G80212,Eichenberg,264,209,205,4,8,153,6,23,8,0,1,1,5,0
G80213,Fußach,2599,1629,1616,13,270,400,323,243,257,9,22,45,40,7
G80214,Gaißau,1121,724,716,8,82,208,179,82,93,8,15,21,26,2
G80215,Hard,8656,5530,5463,67,1089,1414,963,894,697,38,40,160,148,20
G80216,Hittisau,1337,925,909,16,55,446,121,103,116,2,18,16,32,0
G80217,Höchst,5314,3262,3223,39,332,1149,582,485,431,18,30,83,101,12
G80218,Hörbranz,4600,3116,3070,46,413,909,480,460,570,18,43,74,96,7
G80219,Hohenweiler,877,561,556,5,51,206,70,112,57,4,19,10,24,3
G80220,Kennelbach,1401,989,974,15,166,288,175,146,116,5,18,29,31,0
G80221,Krumbach,739,532,524,8,42,238,59,53,83,0,24,8,14,3
G80222,Langen bei Bregenz,1021,741,735,6,39,349,139,63,85,0,10,22,25,3
G80223,Langenegg,782,549,542,7,24,314,53,54,56,2,8,7,21,3
G80224,Lauterach,6505,4339,4285,54,639,1247,741,688,623,20,50,138,122,17
G80225,Lingenau,1014,759,747,12,48,417,63,108,49,0,24,7,29,2
G80226,Lochau,4012,2523,2496,27,390,793,380,414,319,15,20,75,85,5
G80227,Mellau,940,624,619,5,31,288,95,44,113,4,8,11,24,1
G80228,Mittelberg,2585,1428,1415,13,73,591,293,211,190,3,15,18,15,6
G80229,Möggers,386,280,277,3,11,182,27,8,28,0,1,1,19,0
G80230,Reuthe,419,225,220,5,19,101,26,23,33,0,5,5,6,2
G80231,Riefensberg,697,471,461,10,20,267,51,43,55,1,3,3,18,0
G80232,Schnepfau,359,227,225,2,6,141,30,15,26,0,1,3,3,0
G80233,Schoppernau,682,487,474,13,11,278,56,38,49,1,16,2,21,2
G80234,Schröcken,167,98,97,1,5,61,7,11,10,0,0,0,3,0
G80235,Schwarzach,2663,1819,1795,24,215,561,240,303,241,15,28,38,151,3
G80236,Schwarzenberg,1304,943,932,11,30,534,92,124,97,1,14,8,30,2
G80237,Sibratsgfäll,328,240,235,5,2,167,10,14,19,0,4,1,15,3
G80238,Sulzberg,1274,893,878,15,48,542,87,79,58,4,21,7,31,1
G80239,Warth,139,95,95,0,6,57,11,5,8,2,2,1,3,0
G80240,Wolfurt,5807,4041,3970,71,481,1387,580,646,515,20,64,99,163,15
G80301,Dornbirn,32283,20690,20394,296,3057,5445,3238,3791,2927,118,265,601,876,76
G80302,Hohenems,10397,6261,6195,66,878,1542,1529,975,720,29,95,157,246,24
G80303,Lustenau,14473,9047,8943,104,1092,2688,1988,1443,1126,26,153,184,207,36
G80401,Altach,4604,3080,3039,41,371,927,511,601,367,20,32,92,103,15
G80402,Düns,290,202,199,3,14,81,26,39,15,2,11,4,6,1
G80403,Dünserberg,111,85,85,0,1,60,8,8,2,2,0,2,2,0
G80404,Feldkirch,21872,13715,13526,189,1963,3502,2260,2771,1812,90,261,391,423,53
G80405,Frastanz,4359,2772,2732,40,414,737,554,408,394,20,35,64,88,18
G80406,Fraxern,501,376,367,9,7,190,77,50,20,2,6,5,9,1
G80407,Göfis,2261,1538,1516,22,160,467,264,309,174,12,26,43,49,12
G80408,Götzis,7579,4892,4815,77,783,1294,811,954,583,24,49,127,173,17
G80409,Klaus,2187,1480,1459,21,178,536,153,316,172,8,18,27,45,6
G80410,Koblach,3102,2021,1989,32,236,568,320,350,326,13,24,60,79,13
G80411,Laterns,559,378,361,17,15,172,61,32,49,2,4,2,22,2
G80412,Mäder,2511,1573,1556,17,231,351,356,243,250,7,25,30,55,8
G80413,Meiningen,1372,879,873,6,141,213,158,130,160,6,8,15,40,2
G80414,Rankweil,8130,5219,5146,73,846,1402,748,1079,663,34,69,114,160,31
G80415,Röns,247,160,157,3,8,67,25,25,23,3,1,5,0,0
G80416,Röthis,1435,955,945,10,75,336,129,209,117,3,5,30,38,3
G80417,Satteins,1978,1334,1319,15,173,354,245,231,182,13,35,27,48,11
G80418,Schlins,1524,1018,1004,14,177,317,169,151,114,10,12,23,25,6
G80419,Schnifis,552,376,373,3,23,186,52,41,43,5,6,5,10,2
G80420,Sulz,1622,1137,1129,8,168,332,168,233,129,8,13,37,40,1
G80421,Übersaxen,450,343,339,4,12,164,44,46,57,0,6,3,6,1
G80422,Viktorsberg,296,204,196,8,9,101,25,25,20,1,1,5,6,3
G80423,Weiler,1352,894,876,18,116,247,161,159,108,8,8,26,39,4
G80424,Zwischenwasser,2264,1541,1517,24,175,462,253,277,197,6,24,39,72,12
G90001,Wien,1158122,852538,840317,12221,292371,140530,171658,134096,39863,9057,2855,34880,6679,5053
